ID,Company,Title,Location,Publication Date,Link
"71","AMcom","Pessoa Desenvolvedora Java Sênior","Blumenau - SC","Publicada em 14 de agosto de 2023","https://amcom.gupy.io/job/eyJqb2JJZCI6NTI2NTkxMywic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal"
"72","MJV Technology & Innovation","Pessoa Desenvolvedora Back-end (Java)","São Paulo - SP","Publicada em 14 de agosto de 2023","https://mjvcarreiras.gupy.io/job/eyJqb2JJZCI6NTI1NjAzOSwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal"
"73","NAVA | Technology for Business","DEV JAVA FULLSTACK JR/PL","São Paulo - SP","Publicada em 14 de agosto de 2023","https://nava.gupy.io/job/eyJqb2JJZCI6NTI3Mzk3NCwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal"
"74","Autbank","DESENVOLVEDOR JAVA TRAINEE","São Paulo - SP","Publicada em 11 de agosto de 2023","https://autbank.gupy.io/job/eyJqb2JJZCI6NTI3MDUxNCwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal"
"75","Autbank","Desenvolvedor Java Júnior","São Paulo - SP","Publicada em 11 de agosto de 2023","https://autbank.gupy.io/job/eyJqb2JJZCI6NTI3MDQ2Miwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal"
"76","Sigga Technolgies","Desenvolvedor Java Sênior","Belo Horizonte - MG","Publicada em 11 de agosto de 2023","https://onesigga.gupy.io/job/eyJqb2JJZCI6NTI2ODc4Nywic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal"
"77","Minsait an Indra Company","Pessoa Desenvolvedor de Sistemas Sênior Java","São Paulo - SP","Publicada em 11 de agosto de 2023","https://minsait.gupy.io/job/eyJqb2JJZCI6NTI2Nzc1Mywic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal"
"78","VENHA SER #SANGUELARANJA 🧡🚀","Desenvolvedor(a) Java Senior","São Paulo - SP","Publicada em 10 de agosto de 2023","https://fcamara.gupy.io/job/eyJqb2JJZCI6NTI2NDQ0Niwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal"
"79","Hilab","Desenvolvedor(a) Java Embarcado - Sênior","Curitiba - PR","Publicada em 10 de agosto de 2023","https://hilab.gupy.io/job/eyJqb2JJZCI6NTI2NTQ0Mywic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal"
"80","Stefanini Group","Desenvolvedor Java Sr (Sustentação a Aplicações - Bilíngue Inglês)","São Paulo - SP","Publicada em 10 de agosto de 2023","https://stefanini.gupy.io/job/eyJqb2JJZCI6NTI2MjkzMiwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal"
"81","Platform Builders","Sênior Java Developer","São Paulo - SP","Publicada em 09 de agosto de 2023","https://builders.gupy.io/job/eyJqb2JJZCI6NTIzODkyNywic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal"
"82","PagBank","Engenheiro de Software Java Jr.","SAO PAULO - SP","Publicada em 09 de agosto de 2023","https://pagseguro.gupy.io/job/eyJqb2JJZCI6NTIyNTA4MCwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal"
"83","V8.TECH","Pessoa Desenvolvedora - Java Sênior","São Paulo","Publicada em 09 de agosto de 2023","https://v8tech.gupy.io/job/eyJqb2JJZCI6NTI2MTM2OSwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal"
"84","V8.TECH","Liderança Técnica Java/React.JS","São Paulo","Publicada em 09 de agosto de 2023","https://v8tech.gupy.io/job/eyJqb2JJZCI6NTI2MTIxNiwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal"
"85","JDC Tech","Desenvolvedor Full Stack (Java/React)","Efetivo","Publicada em 09 de agosto de 2023","https://jdctech.gupy.io/job/eyJqb2JJZCI6NTI2MTAyNywic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal"
"86","Stefanini Group","Desenvolvedor Java AWS PL","São Paulo - SP","Publicada em 09 de agosto de 2023","https://stefanini.gupy.io/job/eyJqb2JJZCI6NTI1OTgyMiwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal"
"87","Stefanini Group","DESENVOLVEDOR JAVA SR","São Paulo - SP","Publicada em 09 de agosto de 2023","https://stefanini.gupy.io/job/eyJqb2JJZCI6NTI1OTQzNywic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal"
"88","Vagas Inmetrics","PESSOA DESENVOLVEDORA BACKEND JAVA PLENO- HÍBRIDO SP","São Paulo - SP","Publicada em 09 de agosto de 2023","https://inmetrics.gupy.io/job/eyJqb2JJZCI6NTI1ODY4Mywic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal"
"89","Seja Globalweb","ANALISTA DESENVOLVEDOR JAVA PL","Brasília","Publicada em 09 de agosto de 2023","https://sejaglobalweb.gupy.io/job/eyJqb2JJZCI6NTI1MzMwMCwic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal"
"90","Objective (Brazil)","[Squad] Back end Developer | Java (inglês avançado)","Curitiba - PR","Publicada em 08 de agosto de 2023","https://objective.gupy.io/job/eyJqb2JJZCI6NTI1NjAxMywic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal"
"91","Vem Ser Programmers","Analista Desenvolvedor Java (Home Office/Brasil)","São Paulo","Publicada em 07 de agosto de 2023","https://programmers.gupy.io/job/eyJqb2JJZCI6NTI0NDkzNywic291cmNlIjoiZ3VweV9wb3J0YWwifQ==?jobBoardSource=gupy_portal"
